amenity_name,lat,lng,building,address,postal
108 PUNGGOL FIELD ,1.39649861628108,103.908866307025,UOB PUNGGOL FIELD,UOB PUNGGOL FIELD,820108
159 BUKIT BATOK STREET 11 ,1.34857537707331,103.742708640493,JUST KIDS LEARNING PLACE PTE LTD,JUST KIDS LEARNING PLACE PTE LTD,650159
7 GREENDALE AVENUE,1.33166476661284,103.807033788637,GREENDALE COURT,GREENDALE COURT,289504
15 DEMPSEY ROAD,1.30518823313112,103.810314282281,DEMPSEY CLUSTER (TANGLIN VILLAGE),DEMPSEY CLUSTER (TANGLIN VILLAGE),249675
448 GEYLANG ROAD,1.31317460794729,103.8836465666,GEYLANG CONSERVATION AREA,GEYLANG CONSERVATION AREA,389407
399 YUNG SHENG ROAD,1.33484487471259,103.720462024278,DBS NTUC TAMAN JURONG SHOPPING CENTRE,DBS NTUC TAMAN JURONG SHOPPING CENTRE,610399
12 MARINA VIEW ,1.27836304614879,103.850957393439,THE WESTIN SINGAPORE,THE WESTIN SINGAPORE,018961
6 EU TONG SEN STREET ,1.2888737988701,103.846797382693,NANYANG INSTITUTE OF MANAGEMENT,NANYANG INSTITUTE OF MANAGEMENT,059817
808 FRENCH ROAD ,1.3088060941423,103.861311954595,KITCHENER COMPLEX,KITCHENER COMPLEX,200808
1 FUSIONOPOLIS WAY ,1.29929406596036,103.787404058784,SPRING SINGAPORE (TECHNOLOGY INNOVATION DIVISION),SPRING SINGAPORE (TECHNOLOGY INNOVATION DIVISION),138632
12 KALLANG AVENUE ,1.30971120678144,103.864326436447,DBS APERIA BRANCH,DBS APERIA BRANCH,339511
159A HOUGANG STREET 11 ,1.35209060355776,103.879314590828,FOOD CENTRE,FOOD CENTRE,531159
41 SUNSET WAY ,1.32355286918436,103.767515486547,CLEMENTI ARCADE,CLEMENTI ARCADE,597071
5 BANDA STREET ,1.28119737026913,103.843437320613,NIL,5 BANDA STREET SINGAPORE 050005,050005
845 YISHUN STREET 81 ,1.416079404249,103.835019190337,DBS YISHUN STREET 81,DBS YISHUN STREET 81,760845
182 WOODLANDS STREET 13 ,1.43515895067377,103.776023343198,MARSILING GREENVIEW,MARSILING GREENVIEW,730182
78 SERANGOON GARDEN WAY ,1.36428136996969,103.86513393838,SERANGOON GARDEN ESTATE,SERANGOON GARDEN ESTATE,555974
256 BANGKIT ROAD ,1.37904775889844,103.773004042544,BUKIT PANJANG NEIGHBOURHOOD CENTRE,BUKIT PANJANG NEIGHBOURHOOD CENTRE,670256
13 STAMFORD ROAD ,1.29307884763132,103.851261982149,CAPITOL PIAZZA,CAPITOL PIAZZA,178905
211 HOLLAND AVENUE ,1.31025542158588,103.795350441035,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,278967
6 POTONG PASIR AVENUE 2 ,1.33258296864442,103.867139786368,DBS POTONG PASIR BRANCH,DBS POTONG PASIR BRANCH,358361
866A TAMPINES STREET 83 ,1.35539306251992,103.934429348334,DBS NTUC TAMPINES CENTRAL COMMUNITY CLUB,DBS NTUC TAMPINES CENTRAL COMMUNITY CLUB,521866
410 CHOA CHU KANG AVENUE 3 ,1.38062798768557,103.741520103731,KEAT HONG LAUREL,KEAT HONG LAUREL,680410
533 CHOA CHU KANG STREET 51 ,1.39207387937105,103.743099576162,CHERIE HEARTS HOLDINGS PTE. LTD.,CHERIE HEARTS HOLDINGS PTE. LTD.,680533
3 YUAN CHING ROAD ,1.32554465969069,103.725574633362,NIL,3 YUAN CHING ROAD SINGAPORE 618642,618642
573 WOODLANDS DRIVE 16 ,1.43109807246887,103.798507621177,WOODLANDS GLEN,WOODLANDS GLEN,730573
60 PAYA LEBAR ROAD ,1.31881486980278,103.892580778242,OCBC PAYA LEBAR SQUARE,OCBC PAYA LEBAR SQUARE,409051
460 ALEXANDRA ROAD,1.2734502483595,103.801682844021,DBS ALEXANDRA BRANCH,DBS ALEXANDRA BRANCH,119963
587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513,DBS NTUC CORONATION SHOPPING PLAZA,DBS NTUC CORONATION SHOPPING PLAZA,269707
142 TECK WHYE LANE ,1.38079049641025,103.75195441174,NIL,142 TECK WHYE LANE SINGAPORE 680142,680142
1 WOODLANDS ROAD ,1.38055127973087,103.760106974822,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,677899
671 EDGEFIELD PLAINS ,1.40566048045603,103.911991277154,WATERWAY BANKS,WATERWAY BANKS,820671
10 WOODLANDS INDUSTRIAL PARK E1,1.45334363120531,103.795682398584,NIL,10 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757733,757733
140 TECK WHYE LANE ,1.38001805825626,103.753148377762,NIL,140 TECK WHYE LANE SINGAPORE 680140,680140
293 YISHUN STREET 22 ,1.43611425409216,103.837605235958,NIL,293 YISHUN STREET 22 SINGAPORE 760293,760293
108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384,SUNSET WAY RESIDENCE,SUNSET WAY RESIDENCE,120108
468B ADMIRALTY DRIVE ,1.45000861656514,103.814110899773,BLUE RIVERVIEW,BLUE RIVERVIEW,752468
90 BRAS BASAH ROAD ,1.29309408587041,103.855583933723,DBS ESPLANADE MRT STATION,DBS ESPLANADE MRT STATION,189562
3 IRVING ROAD ,1.33579982244774,103.886875022095,TAI SENG CENTRE,TAI SENG CENTRE,369522
19 SERANGOON NORTH AVENUE 5 ,1.37565390082777,103.872017821492,SERANGOON NORTH AMENITY CENTRE,SERANGOON NORTH AMENITY CENTRE,554913
